[Zone]  ID=port29; dark=True; timeUntilNewDay=24; showFogOfWar=False; fogOfWar=True; minimapEnabled=True; allowCameraPastZoneEdges=False; cantAct=False; cantGameOver=False; alwaysKeepWeaponsUnsheathed=False; peaceful=True; overseerMode=False; rollingPinStyle=False; drawSky=False; drawSky_overrideYpos=-1; boatZone=False; wind=False; overworld=False; canDropItems=True; 
 travelSong=PM-Exotic2; travelSongVolume=1; travelSongPitch=0; combatSong=; combatSongVolume=1; combatSongPitch=0; combatSongDelay=0; 
darkR=102; darkG=102; darkB=153; 
 screenWaveFreq=0; screenDarkWaveFreq=0; screenWaveAmp=0.01; screenDarkWaveAmp=0.01; screenWaveSpeed=0.2; screenWaveAmp_reflect=0.0014; 
 bgTerrainTypeID=; bgFXID=ocean; bgFX_sineWave=12; darkenedTileTexture=darkenedTile; bgScale=1; bgParallaxRatio=1; bgMoveSpeedX=0; bgMoveSpeedY=0; 
paletteOverride=; zoneDirtPalette=p61; zoneGrassPalette=p61; zoneGrassDarkPalette=pCoralHilt; zoneStonePalette=p13; zoneStoneDarkPalette=pSilver; zoneStoneLightPalette=pVolskarnEmpty; zoneWaterPalette=pBlue2; zoneDirtDarkPalette=p60; zoneWoodPalette=pRedbrown2; zoneWoodDarkPalette=pBrown; zoneMisc1Palette=p10; zoneMisc2Palette=p14; zoneMisc3Palette=p44; zoneMisc4Palette=p29; zoneMisc5Palette=p30; zoneMisc6Palette=p43; zoneMisc7Palette=pYellow; zoneMisc8Palette=pYellow4; 

combatMode=False; zoneFX=w_cloudshade;zoneFXTime=9999999;zoneFX_x=0;zoneFX_y=0;zoneFX=w_snow;zoneFXTime=1;zoneFX_x=-1;zoneFX_y=-1;

[Item] ID=wall2_style2; q=1; x=8; y=7;
[Item] ID=roof2_flat5; q=1; x=29; y=11;
[Item] ID=roof2_flat5; q=1; x=29; y=12;
[Item] ID=roof2_flat5; q=1; x=29; y=13;
[Item] ID=roof2_flat5; q=1; x=29; y=14;
[Item] ID=wall2_style2; q=1; x=29; y=15;
[Item] ID=roof2_flat5; q=1; x=29; y=15;
[Item] ID=wall2_style2; q=1; x=29; y=16;
[Item] ID=roof2_flat5; q=2; x=29; y=16;
[Item] ID=carpet2; q=4; r=90; x=29; y=17;
[Item] ID=carpet_edge1; q=4; x=29; y=17;
[Item] ID=roof2_flat8; q=2; x=29; y=17;
[Item] ID=carpet2; q=4; r=90; x=29; y=18;
[Item] ID=stool3; q=1; x=29; y=18;
[Item] ID=roof2_flat2; q=2; x=29; y=18;
[Item] ID=roof2_flat5; q=1; x=29; y=19;
[Item] ID=carpet2; q=4; r=90; x=29; y=19;
[Item] ID=table_mid2; q=1; x=29; y=19;
[Item] ID=roof2_flat5; q=1; x=29; y=20;
[Item] ID=carpet2; q=4; r=90; x=29; y=20;
[Item] ID=roof2_flat5; q=1; x=29; y=21;
[Item] ID=carpet2; q=4; r=90; x=29; y=21;
[Item] ID=travelPoint_1; q=1; r=270; x=29; y=21;
[Item] ID=roof2_flat5; q=1; x=29; y=22;
[Item] ID=carpet2; q=4; r=90; x=29; y=22;
[Item] ID=roof2_flat8; q=2; x=29; y=23;
[Item] ID=carpet2; q=4; r=90; x=29; y=23;
[Item] ID=wall2_style2_roof; q=1; x=29; y=24;
[Item] ID=doorway_square_staticP_top; q=1; x=29; y=24;
[Item] ID=carpet2; q=4; r=90; x=29; y=24;
[Item] ID=carpet_edge1; q=4; r=180; x=29; y=24;
[Item] ID=wall5_style2; q=1; x=29; y=25;
[Item] ID=doorway_square_staticP; q=1; x=29; y=25;
[Item] ID=cantBlackenTile; q=1; x=29; y=25;
[Item] ID=street_edge2; q=1; r=270; x=29; y=26;
[Item] ID=brazier; q=1; x=29; y=31;
[Item] ID=travelPoint_0; q=1; r=270; x=29; y=41;
[Item] ID=dirt_sandy2; q=2; r=-90; x=29; y=42;
[Item] ID=roof2_flat5; q=1; x=30; y=7;
[Item] ID=roof2_flat5; q=1; x=30; y=8;
[Item] ID=roof2_flat5; q=1; x=30; y=9;
[Item] ID=roof2_flat5; q=1; x=30; y=10;
[Item] ID=roof2_flat5; q=1; x=30; y=11;
[Item] ID=roof2_flat5; q=1; x=30; y=12;
[Item] ID=roof2_flat5; q=1; x=30; y=13;
[Item] ID=roof2_flat5; q=1; x=30; y=14;
[Item] ID=wall2_style2; q=1; x=30; y=15;
[Item] ID=roof2_flat5; q=1; x=30; y=15;
[Item] ID=curtain1_top; q=5; x=30; y=15;
[Item] ID=wall2_style2; q=1; x=30; y=16;
[Item] ID=roof2_flat5; q=1; x=30; y=16;
[Item] ID=curtain1_btm; q=5; x=30; y=16;
[Item] ID=carpet3; q=4; r=-90; x=30; y=17;
[Item] ID=carpet_corner1; q=4; r=90; x=30; y=17;
[Item] ID=roof2_flat8; q=2; x=30; y=17;
[Item] ID=carpet3; q=4; r=-90; x=30; y=18;
[Item] ID=carpet_edge1; q=4; r=90; x=30; y=18;
[Item] ID=roof2_flat2; q=2; x=30; y=18;
[Item] ID=roof2_flat5; q=1; x=30; y=19;
[Item] ID=carpet3; q=4; r=-90; x=30; y=19;
[Item] ID=carpet_edge1; q=4; r=90; x=30; y=19;
[Item] ID=table_mid2; q=1; x=30; y=19;
[Item] ID=posters; q=1; r=180; oX=0; oY=-6; x=30; y=19;
[Item] ID=roof2_flat5; q=1; x=30; y=20;
[Item] ID=carpet3; q=4; r=-90; x=30; y=20;
[Item] ID=carpet_edge1; q=4; r=90; x=30; y=20;
[Item] ID=roof2_flat5; q=1; x=30; y=21;
[Item] ID=carpet3; q=4; r=-90; x=30; y=21;
[Item] ID=carpet_edge1; q=4; r=90; x=30; y=21;
[Item] ID=roof2_flat5; q=1; x=30; y=22;
[Item] ID=carpet3; q=4; r=-90; x=30; y=22;
[Item] ID=carpet_edge1; q=4; r=90; x=30; y=22;
[Item] ID=roof2_flat8; q=2; x=30; y=23;
[Item] ID=carpet3; q=4; r=-90; x=30; y=23;
[Item] ID=carpet_edge1; q=4; r=90; x=30; y=23;
[Item] ID=wall2_style2_roof; q=1; x=30; y=24;
[Item] ID=carpet3; q=4; r=-90; x=30; y=24;
[Item] ID=carpet_corner1; q=4; r=180; x=30; y=24;
[Item] ID=wall5_style2; q=1; x=30; y=25;
[Item] ID=cantBlackenTile; q=1; x=30; y=25;
[Item] ID=street_edge_corner2; q=1; r=-360; x=30; y=26;
[Item] ID=travelPoint_8D; q=1; r=180; x=30; y=31;
[Item] ID=dirt_sandy2; q=1; r=90; x=30; y=42;
[Item] ID=roof2_flat5; q=1; x=31; y=7;
[Item] ID=roof2_flat5; q=1; x=31; y=8;
[Item] ID=roof2_flat5; q=1; x=31; y=9;
[Item] ID=roof2_flat5; q=1; x=31; y=10;
[Item] ID=roof2_flat5; q=1; x=31; y=11;
[Item] ID=roof2_flat5; q=1; x=31; y=12;
[Item] ID=roof2_flat5; q=1; x=31; y=13;
[Item] ID=roof2_flat5; q=1; x=31; y=14;
[Item] ID=wall2_style2; q=1; x=31; y=15;
[Item] ID=roof2_flat5; q=1; x=31; y=15;
[Item] ID=wall2_style2; q=1; x=31; y=16;
[Item] ID=roof2_flat5; q=1; x=31; y=16;
[Item] ID=roof2_flat8; q=2; x=31; y=17;
[Item] ID=shelves; q=1; x=31; y=17;
[Item] ID=roof2_flat2; q=2; x=31; y=18;
[Item] ID=roof2_flat5; q=1; x=31; y=19;
[Item] ID=table_right2; q=1; x=31; y=19;
[Item] ID=roof2_flat5; q=1; x=31; y=20;
[Item] ID=roof1_ornament2; q=1; x=31; y=20;
[Item] ID=roof2_flat5; q=1; x=31; y=21;
[Item] ID=roof2_flat5; q=1; x=31; y=22;
[Item] ID=roof2_flat8; q=2; x=31; y=23;
[Item] ID=wall2_style2_roof; q=1; x=31; y=24;
[Item] ID=wall5_style2; q=1; x=31; y=25;
[Item] ID=cantBlackenTile; q=1; x=31; y=25;
[Item] ID=ice_rocks_wallbase; q=1; x=31; y=26;
[Item] ID=roof2_flat5; q=1; x=32; y=7;
[Item] ID=roof2_flat5; q=1; x=32; y=8;
[Item] ID=roof2_flat5; q=1; x=32; y=9;
[Item] ID=roof2_flat5; q=1; x=32; y=10;
[Item] ID=roof2_flat5; q=1; x=32; y=11;
[Item] ID=roof2_flat5; q=1; x=32; y=12;
[Item] ID=roof2_flat5; q=1; x=32; y=13;
[Item] ID=roof2_flat5; q=1; x=32; y=14;
[Item] ID=wall2_style2; q=1; x=32; y=15;
[Item] ID=roof2_flat5; q=1; x=32; y=15;
[Item] ID=mount_item; q=1; x=32; y=15;
[Item] ID=axe_steel; q=1; r=-360; x=32; y=15; containerID=29;
[Item] ID=item_cantGrabOrPlace; q=1; x=32; y=15;
[Item] ID=wall2_style2; q=1; x=32; y=16;
[Item] ID=roof2_flat5; q=1; x=32; y=16;
[Item] ID=roof2_flat8; q=2; x=32; y=17;
[Item] ID=bookshelves; q=1; x=32; y=17;
[Item] ID=roof2_flat2; q=2; x=32; y=18;
[Item] ID=roof2_flat5; q=1; x=32; y=19;
[Item] ID=roof2_flat5; q=1; x=32; y=20;
[Item] ID=roof2_flat5; q=1; x=32; y=21;
[Item] ID=roof2_flat5; q=1; x=32; y=22;
[Item] ID=carpet1; q=4; x=32; y=22;
[Item] ID=carpet_corner2; q=4; r=360; x=32; y=22;
[Item] ID=roof2_flat8; q=2; x=32; y=23;
[Item] ID=carpet7; q=4; x=32; y=23;
[Item] ID=carpet_edge2; q=4; r=270; x=32; y=23;
[Item] ID=wall2_style2_roof; q=1; x=32; y=24;
[Item] ID=carpet1; q=4; x=32; y=24;
[Item] ID=carpet_corner2; q=4; r=270; x=32; y=24;
[Item] ID=wall5_style2; q=1; x=32; y=25;
[Item] ID=cantBlackenTile; q=1; x=32; y=25;
[Item] ID=ice_rocks_wallbase; q=1; x=32; y=26;
[Item] ID=brazier; q=1; x=32; y=38;
[Item] ID=wall2_style2; q=1; x=33; y=7;
[Item] ID=roof2_flat5; q=1; x=33; y=7;
[Item] ID=wall2_style2; q=1; x=33; y=8;
[Item] ID=roof2_flat5; q=1; x=33; y=8;
[Item] ID=wall2_style2; q=1; x=33; y=9;
[Item] ID=roof2_flat5; q=1; x=33; y=9;
[Item] ID=wall2_style2; q=1; x=33; y=10;
[Item] ID=roof2_flat5; q=1; x=33; y=10;
[Item] ID=wall2_style2; q=1; x=33; y=11;
[Item] ID=roof2_flat5; q=1; x=33; y=11;
[Item] ID=wall2_style2; q=1; x=33; y=12;
[Item] ID=roof2_flat5; q=1; x=33; y=12;
[Item] ID=wall2_style2; q=1; x=33; y=13;
[Item] ID=roof2_flat5; q=1; x=33; y=13;
[Item] ID=wall2_style2; q=1; x=33; y=14;
[Item] ID=roof2_flat5; q=1; x=33; y=14;
[Item] ID=wall3_style2; q=1; x=33; y=15;
[Item] ID=roof2_flat5; q=1; x=33; y=15;
[Item] ID=wall3_style2; q=1; x=33; y=16;
[Item] ID=roof2_flat5; q=1; x=33; y=16;
[Item] ID=lightSphere; q=1; x=33; y=16;
[Item] ID=roof2_flat8; q=2; x=33; y=17;
[Item] ID=roof2_flat2; q=2; x=33; y=18;
[Item] ID=roof2_flat5; q=1; x=33; y=19;
[Item] ID=roof2_flat5; q=1; x=33; y=20;
[Item] ID=roof2_flat5; q=1; x=33; y=21;
[Item] ID=roof2_flat5; q=1; x=33; y=22;
[Item] ID=carpet7; q=4; x=33; y=22;
[Item] ID=carpet_edge2; q=4; x=33; y=22;
[Item] ID=roof2_flat8; q=2; x=33; y=23;
[Item] ID=carpet1; q=4; x=33; y=23;
[Item] ID=brazier_glowshroom; q=1; x=33; y=23;
[Item] ID=wall2_style2_roof; q=1; x=33; y=24;
[Item] ID=carpet7; q=4; x=33; y=24;
[Item] ID=carpet_edge2; q=4; r=180; x=33; y=24;
[Item] ID=wall5_style2; q=1; x=33; y=25;
[Item] ID=cantBlackenTile; q=1; x=33; y=25;
[Item] ID=travelPoint_3D; q=1; r=180; x=33; y=32;
[Item] ID=sign_hanging2; q=1; x=33; y=34;
[Item] ID=sign_icon_cup; q=1; x=33; y=34;
[Item] ID=ice_rocks; q=1; x=33; y=35;
[Item] ID=wall2_style2; q=1; x=34; y=7;
[Item] ID=roof2_flat5; q=1; x=34; y=7;
[Item] ID=roof2_flat5; q=1; x=34; y=8;
[Item] ID=bin_empty; q=1; x=34; y=8;
[Item] ID=roof2_flat5; q=1; x=34; y=9;
[Item] ID=roof2_flat5; q=1; x=34; y=10;
[Item] ID=stool3; q=1; x=34; y=10;
[Item] ID=item_cantGrabOrPlace; q=1; x=34; y=10;
[Item] ID=roof2_flat5; q=1; x=34; y=11;
[Item] ID=stool3; q=1; x=34; y=11;
[Item] ID=item_cantGrabOrPlace; q=1; x=34; y=11;
[Item] ID=roof2_flat5; q=1; x=34; y=12;
[Item] ID=roof2_flat5; q=1; x=34; y=13;
[Item] ID=roof2_flat5; q=1; x=34; y=14;
[Item] ID=roof2_flat5; q=1; x=34; y=15;
[Item] ID=roof2_flat5; q=1; x=34; y=16;
[Item] ID=roof2_flat8; q=2; x=34; y=17;
[Item] ID=roof2_flat2; q=2; x=34; y=18;
[Item] ID=roof2_flat5; q=1; x=34; y=19;
[Item] ID=roof1_ornament2; q=1; x=34; y=19;
[Item] ID=roof2_flat5; q=1; x=34; y=20;
[Item] ID=roof2_flat5; q=1; x=34; y=21;
[Item] ID=roof2_flat5; q=1; x=34; y=22;
[Item] ID=roof1_ornament2; q=1; x=34; y=22;
[Item] ID=carpet1; q=4; x=34; y=22;
[Item] ID=carpet_corner2; q=4; r=90; x=34; y=22;
[Item] ID=roof2_flat8; q=2; x=34; y=23;
[Item] ID=carpet7; q=4; x=34; y=23;
[Item] ID=carpet_edge2; q=4; r=90; x=34; y=23;
[Item] ID=wall2_style2_roof; q=1; x=34; y=24;
[Item] ID=carpet1; q=4; x=34; y=24;
[Item] ID=carpet_corner2; q=4; r=180; x=34; y=24;
[Item] ID=wall5_style2; q=1; x=34; y=25;
[Item] ID=cantBlackenTile; q=1; x=34; y=25;
[Item] ID=travelPoint_4D; q=1; r=90; x=34; y=26;
[Item] ID=wall1_style7_p; q=2; x=34; y=30;
[Item] ID=roof2_flat1; q=2; x=34; y=30;
[Item] ID=roof1_ornament2; q=2; x=34; y=30;
[Item] ID=wall4_style7_p; q=2; x=34; y=31;
[Item] ID=roof2_flat4; q=2; x=34; y=31;
[Item] ID=wall4_style7_p; q=2; x=34; y=32;
[Item] ID=roof2_flat4; q=2; x=34; y=32;
[Item] ID=wall4_style7_p; q=2; x=34; y=33;
[Item] ID=roof2_flat7; q=2; x=34; y=33;
[Item] ID=roof1_ornament2; q=2; x=34; y=33;
[Item] ID=wall1_style7_p; q=2; x=34; y=34;
[Item] ID=cantBlackenTile; q=1; x=34; y=34;
[Item] ID=wall4_style7_p; q=2; x=34; y=35;
[Item] ID=cantBlackenTile; q=1; x=34; y=35;
[Item] ID=ice_rocks_wallbase; q=1; x=34; y=36;
[Item] ID=wall2_style2; q=1; x=35; y=7;
[Item] ID=roof2_flat5; q=1; x=35; y=7;
[Item] ID=mount_item; q=1; x=35; y=7;
[Item] ID=item_cantGrabOrPlace; q=1; x=35; y=7;
[Item] ID=dagger_fang; q=1; x=35; y=7; containerID=30;
[Item] ID=roof2_flat5; q=1; x=35; y=8;
[Item] ID=roof2_flat5; q=1; x=35; y=9;
[Item] ID=stool3; q=1; x=35; y=9;
[Item] ID=item_cantGrabOrPlace; q=1; x=35; y=9;
[Item] ID=roof2_flat5; q=1; x=35; y=10;
[Item] ID=stand_cornerTop; q=1; x=35; y=10;
[Item] ID=item_cantGrabOrPlace; q=1; x=35; y=10;
[Item] ID=mug_beer; q=1; x=35; y=10;
[Item] ID=roof2_flat5; q=1; x=35; y=11;
[Item] ID=stand_cornerBtm; q=1; x=35; y=11;
[Item] ID=item_cantGrabOrPlace; q=1; x=35; y=11;
[Item] ID=plate; q=1; x=35; y=11;
[Item] ID=fork; q=1; x=35; y=11;
[Item] ID=roof2_flat5; q=1; x=35; y=12;
[Item] ID=roof2_flat5; q=1; x=35; y=13;
[Item] ID=roof2_flat5; q=1; x=35; y=14;
[Item] ID=stool3; q=1; x=35; y=14;
[Item] ID=item_cantGrabOrPlace; q=1; x=35; y=14;
[Item] ID=roof2_flat5; q=1; x=35; y=15;
[Item] ID=roof2_flat5; q=1; x=35; y=16;
[Item] ID=roof2_flat8; q=2; x=35; y=17;
[Item] ID=roof2_flat3; q=2; x=35; y=18;
[Item] ID=roof1_ornament2; q=2; x=35; y=18;
[Item] ID=wall3_style2; q=1; x=35; y=19;
[Item] ID=roof2_flat6; q=2; x=35; y=19;
[Item] ID=wall3_style2; q=1; x=35; y=20;
[Item] ID=roof2_flat6; q=2; x=35; y=20;
[Item] ID=wall3_style2; q=1; x=35; y=21;
[Item] ID=roof2_flat6; q=2; x=35; y=21;
[Item] ID=wall3_style2; q=1; x=35; y=22;
[Item] ID=roof2_flat6; q=2; x=35; y=22;
[Item] ID=wall3_style2; q=1; x=35; y=23;
[Item] ID=roof2_flat9; q=2; x=35; y=23;
[Item] ID=roof1_ornament2; q=2; x=35; y=23;
[Item] ID=wall3_style2; q=1; x=35; y=24;
[Item] ID=cantBlackenTile; q=1; x=35; y=24;
[Item] ID=curtain1_top; q=5; x=35; y=24;
[Item] ID=wall6_style2; q=1; x=35; y=25;
[Item] ID=cantBlackenTile; q=1; x=35; y=25;
[Item] ID=curtain1_btm; q=5; x=35; y=25;
[Item] ID=ice_rocks_wallbase; q=1; x=35; y=26;
[Item] ID=wall2_style7_p; q=2; x=35; y=30;
[Item] ID=roof2_flat2; q=2; x=35; y=30;
[Item] ID=roof2_flat5; q=1; x=35; y=31;
[Item] ID=roof1_ornament2; q=1; x=35; y=31;
[Item] ID=item_cantGrabOrPlace; q=1; x=35; y=31;
[Item] ID=barrel; q=1; x=35; y=31; containerID=31;
[Item] ID=roof2_flat5; q=1; x=35; y=32;
[Item] ID=table_left; q=1; x=35; y=32;
[Item] ID=bottle_beer; q=1; x=35; y=32;
[Item] ID=item_cantGrabOrPlace; q=1; x=35; y=32;
[Item] ID=roof2_flat8; q=2; x=35; y=33;
[Item] ID=travelPoint_0D; q=1; r=90; x=35; y=33;
[Item] ID=wall2_style7_roof_p; q=2; x=35; y=34;
[Item] ID=wall5_style7_p; q=2; x=35; y=35;
[Item] ID=cantBlackenTile; q=1; x=35; y=35;
[Item] ID=dirt_sandy2; q=1; r=270; x=35; y=36;
[Item] ID=dirt_sandy1; q=2; x=35; y=36;
[Item] ID=wall2_style2; q=1; x=36; y=7;
[Item] ID=roof2_flat5; q=1; x=36; y=7;
[Item] ID=roof2_flat5; q=1; x=36; y=8;
[Item] ID=roof2_flat5; q=1; x=36; y=9;
[Item] ID=carpet6; q=6; x=36; y=9;
[Item] ID=carpet_corner2; q=6; x=36; y=9;
[Item] ID=roof2_flat5; q=1; x=36; y=10;
[Item] ID=stand_cornerTop; q=1; r=-360; x=36; y=10;
[Item] ID=roof2_flat5; q=1; x=36; y=11;
[Item] ID=stand_cornerBtm; q=1; r=-360; x=36; y=11;
[Item] ID=roof2_flat5; q=1; x=36; y=12;
[Item] ID=carpet6; q=6; x=36; y=12;
[Item] ID=carpet_corner2; q=6; r=270; x=36; y=12;
[Item] ID=roof2_flat5; q=1; x=36; y=13;
[Item] ID=roof2_flat5; q=1; x=36; y=14;
[Item] ID=roof2_flat5; q=1; x=36; y=15;
[Item] ID=roof2_flat5; q=1; x=36; y=16;
[Item] ID=roof2_flat8; q=2; x=36; y=17;
[Item] ID=wall2_style2_roof; q=1; x=36; y=18;
[Item] ID=fade_s_roof3_faint; q=1; x=36; y=18;
[Item] ID=wall5_style2; q=1; x=36; y=19;
[Item] ID=cantBlackenTile; q=1; x=36; y=19;
[Item] ID=fade_s_roof3_faint; q=1; x=36; y=19;
[Item] ID=ice_rocks_wallbase; q=1; x=36; y=20;
[Item] ID=ice_rocks; q=1; x=36; y=20;
[Item] ID=fade_f1; q=1; x=36; y=20;
[Item] ID=ice_rocks; q=1; x=36; y=21;
[Item] ID=fade_f1; q=1; x=36; y=21;
[Item] ID=ice_rocks; q=1; x=36; y=22;
[Item] ID=fade_f1; q=1; x=36; y=22;
[Item] ID=fade_f1; q=1; x=36; y=23;
[Item] ID=sign_hanging2; q=1; r=-360; x=36; y=24;
[Item] ID=sign_icon_book; q=1; x=36; y=24;
[Item] ID=fade_f1; q=1; x=36; y=24;
[Item] ID=ice_rocks; q=1; x=36; y=25;
[Item] ID=fade_s_diag_half1; q=1; r=-180; x=36; y=25;
[Item] ID=fade_s_diag_half2; q=1; r=-180; x=36; y=25;
[Item] ID=ice_rocks; q=1; x=36; y=29;
[Item] ID=wall2_style7_p; q=2; x=36; y=30;
[Item] ID=roof2_flat2; q=2; x=36; y=30;
[Item] ID=roof2_flat5; q=1; x=36; y=31;
[Item] ID=roof2_flat5; q=1; x=36; y=32;
[Item] ID=table_right; q=1; x=36; y=32;
[Item] ID=roof2_flat8; q=2; x=36; y=33;
[Item] ID=wall2_style7_roof_p; q=2; x=36; y=34;
[Item] ID=doorway_square_staticP_top; q=1; x=36; y=34;
[Item] ID=carpet6; q=4; x=36; y=34;
[Item] ID=carpet_corner2; q=4; x=36; y=34;
[Item] ID=carpet_corner1; q=4; r=180; x=36; y=34;
[Item] ID=wall5_style7_p; q=2; x=36; y=35;
[Item] ID=cantBlackenTile; q=1; x=36; y=35;
[Item] ID=doorway_square_staticP; q=1; x=36; y=35;
[Item] ID=dirt_sandy2; q=2; r=270; x=36; y=36;
[Item] ID=wall2_style2; q=1; x=37; y=7;
[Item] ID=roof2_flat5; q=1; x=37; y=7;
[Item] ID=roof2_flat5; q=1; x=37; y=8;
[Item] ID=blockedWalkJump; q=1; x=37; y=8;
[Item] ID=roof2_flat5; q=1; x=37; y=9;
[Item] ID=carpet6; q=6; x=37; y=9;
[Item] ID=carpet_edge2; q=6; x=37; y=9;
[Item] ID=roof2_flat5; q=1; x=37; y=10;
[Item] ID=carpet6; q=6; x=37; y=10;
[Item] ID=roof2_flat5; q=1; x=37; y=11;
[Item] ID=carpet6; q=6; x=37; y=11;
[Item] ID=roof2_flat5; q=1; x=37; y=12;
[Item] ID=roof1_ornament2; q=1; x=37; y=12;
[Item] ID=carpet6; q=6; x=37; y=12;
[Item] ID=carpet_edge2; q=6; r=180; x=37; y=12;
[Item] ID=roof2_flat5; q=1; x=37; y=13;
[Item] ID=roof2_flat5; q=1; x=37; y=14;
[Item] ID=roof2_flat5; q=1; x=37; y=15;
[Item] ID=roof2_flat5; q=1; x=37; y=16;
[Item] ID=roof1_ornament2; q=1; x=37; y=16;
[Item] ID=roof2_flat8; q=2; x=37; y=17;
[Item] ID=wall2_style2_roof; q=1; x=37; y=18;
[Item] ID=wall5_style2; q=1; x=37; y=19;
[Item] ID=cantBlackenTile; q=1; x=37; y=19;
[Item] ID=ice_rocks_wallbase; q=1; x=37; y=20;
[Item] ID=wall2_style7_p; q=2; x=37; y=30;
[Item] ID=roof2_flat2; q=2; x=37; y=30;
[Item] ID=roof2_flat5; q=1; x=37; y=31;
[Item] ID=item_cantGrabOrPlace; q=1; x=37; y=31;
[Item] ID=barrel_open_water; q=1; x=37; y=31;
[Item] ID=roof2_flat5; q=1; x=37; y=32;
[Item] ID=roof2_flat8; q=2; x=37; y=33;
[Item] ID=wall2_style7_roof_p; q=2; x=37; y=34;
[Item] ID=wall5_style7_p; q=2; x=37; y=35;
[Item] ID=cantBlackenTile; q=1; x=37; y=35;
[Item] ID=dirt_sandy1; q=1; r=180; x=37; y=36;
[Item] ID=travelPoint_5D; q=1; r=90; x=37; y=41;
[Item] ID=wall2_style2; q=1; x=38; y=7;
[Item] ID=roof2_flat5; q=1; x=38; y=7;
[Item] ID=roof2_flat5; q=1; x=38; y=8;
[Item] ID=furnace_lit; q=1; x=38; y=8;
[Item] ID=roof2_flat5; q=1; x=38; y=9;
[Item] ID=carpet6; q=6; x=38; y=9;
[Item] ID=carpet_edge2; q=6; x=38; y=9;
[Item] ID=roof2_flat5; q=1; x=38; y=10;
[Item] ID=carpet6; q=6; x=38; y=10;
[Item] ID=roof2_flat5; q=1; x=38; y=11;
[Item] ID=carpet6; q=6; x=38; y=11;
[Item] ID=roof2_flat5; q=1; x=38; y=12;
[Item] ID=carpet6; q=6; x=38; y=12;
[Item] ID=carpet_edge2; q=6; r=180; x=38; y=12;
[Item] ID=roof2_flat5; q=1; x=38; y=13;
[Item] ID=roof2_flat5; q=1; x=38; y=14;
[Item] ID=roof2_flat5; q=1; x=38; y=15;
[Item] ID=stool3; q=1; x=38; y=15;
[Item] ID=item_cantGrabOrPlace; q=1; x=38; y=15;
[Item] ID=roof2_flat5; q=1; x=38; y=16;
[Item] ID=roof2_flat8; q=2; x=38; y=17;
[Item] ID=wall2_style2_roof; q=1; x=38; y=18;
[Item] ID=wall5_style2; q=1; x=38; y=19;
[Item] ID=cantBlackenTile; q=1; x=38; y=19;
[Item] ID=ice_rocks; q=1; x=38; y=20;
[Item] ID=pebbles1; q=1; x=38; y=22;
[Item] ID=ice_rocks; q=1; x=38; y=29;
[Item] ID=wall2_style7_p; q=2; x=38; y=30;
[Item] ID=roof2_flat2; q=2; x=38; y=30;
[Item] ID=lamp_wall_off; q=1; x=38; y=30;
[Item] ID=roof2_flat5; q=1; x=38; y=31;
[Item] ID=roof2_flat5; q=1; x=38; y=32;
[Item] ID=stool3; q=1; x=38; y=32;
[Item] ID=travelPoint_4C; q=1; x=38; y=32;
[Item] ID=item_cantGrabOrPlace; q=1; x=38; y=32;
[Item] ID=roof2_flat8; q=2; x=38; y=33;
[Item] ID=wall2_style7_roof_p; q=2; x=38; y=34;
[Item] ID=stool3; q=1; x=38; y=34;
[Item] ID=travelPoint_0B; q=1; x=38; y=34;
[Item] ID=item_cantGrabOrPlace; q=1; x=38; y=34;
[Item] ID=wall5_style7_p; q=2; x=38; y=35;
[Item] ID=cantBlackenTile; q=1; x=38; y=35;
[Item] ID=ice_rocks_wallbase; q=1; x=38; y=36;
[Item] ID=wall2_style2; q=1; x=39; y=7;
[Item] ID=roof2_flat5; q=1; x=39; y=7;
[Item] ID=roof2_flat5; q=1; x=39; y=8;
[Item] ID=blockedWalkJump; q=1; x=39; y=8;
[Item] ID=roof2_flat5; q=1; x=39; y=9;
[Item] ID=carpet6; q=6; x=39; y=9;
[Item] ID=carpet_edge2; q=6; x=39; y=9;
[Item] ID=roof2_flat5; q=1; x=39; y=10;
[Item] ID=carpet6; q=6; x=39; y=10;
[Item] ID=roof2_flat5; q=1; x=39; y=11;
[Item] ID=carpet6; q=6; x=39; y=11;
[Item] ID=roof2_flat5; q=1; x=39; y=12;
[Item] ID=carpet6; q=6; x=39; y=12;
[Item] ID=carpet_edge2; q=6; r=180; x=39; y=12;
[Item] ID=roof2_flat5; q=1; x=39; y=13;
[Item] ID=roof2_flat5; q=1; x=39; y=14;
[Item] ID=roof2_flat5; q=1; x=39; y=15;
[Item] ID=stand_cornerTop; q=1; x=39; y=15;
[Item] ID=roof2_flat5; q=1; x=39; y=16;
[Item] ID=stand_cornerBtm; q=1; x=39; y=16;
[Item] ID=roof2_flat8; q=2; x=39; y=17;
[Item] ID=wall2_style2_roof; q=1; x=39; y=18;
[Item] ID=wall5_style2; q=1; x=39; y=19;
[Item] ID=cantBlackenTile; q=1; x=39; y=19;
[Item] ID=wall1_style7_p; q=2; x=39; y=22;
[Item] ID=roof2_flat1; q=2; x=39; y=22;
[Item] ID=roof1_ornament2; q=2; x=39; y=22;
[Item] ID=wall4_style7_p; q=2; x=39; y=23;
[Item] ID=roof2_flat4; q=2; x=39; y=23;
[Item] ID=wall4_style7_p; q=2; x=39; y=24;
[Item] ID=roof2_flat4; q=2; x=39; y=24;
