[Zone]  ID=zBeach0c; dark=True; timeUntilNewDay=24; showFogOfWar=True; fogOfWar=True; minimapEnabled=True; allowCameraPastZoneEdges=False; cantAct=False; cantGameOver=False; alwaysKeepWeaponsUnsheathed=False; peaceful=False; overseerMode=False; rollingPinStyle=False; drawSky=False; drawSky_overrideYpos=-1; boatZone=False; wind=False; overworld=False; canDropItems=True; 
 travelSong=AmbientBeach; travelSongVolume=0.6; travelSongPitch=0; combatSong=; combatSongVolume=1; combatSongPitch=0; combatSongDelay=0; 
darkR=71; darkG=57; darkB=86; 
 screenWaveFreq=0; screenDarkWaveFreq=0; screenWaveAmp=0.01; screenDarkWaveAmp=0.01; screenWaveSpeed=0.2; screenWaveAmp_reflect=0.0014; 
 bgTerrainTypeID=; bgFXID=oceanB; bgFX_sineWave=8; darkenedTileTexture=darkenedTile; bgScale=1; bgParallaxRatio=1; bgMoveSpeedX=0; bgMoveSpeedY=0; 
paletteOverride=; zoneDirtPalette=pYellow6; zoneGrassPalette=pGreen; zoneGrassDarkPalette=pGreen2; zoneStonePalette=pGreyD; zoneStoneDarkPalette=pGreyD2; zoneStoneLightPalette=pGreyD; zoneWaterPalette=p48; zoneDirtDarkPalette=p20; zoneWoodPalette=pYellow5; zoneWoodDarkPalette=pWoodDark; zoneMisc1Palette=p50; zoneMisc2Palette=pWoodDark; zoneMisc3Palette=pRed3; zoneMisc4Palette=pBlue; zoneMisc5Palette=pGreen; zoneMisc6Palette=pOrange; zoneMisc7Palette=pYellow; zoneMisc8Palette=pPurple; 

combatMode=False; 

[Item] ID=rubble; q=1; x=12; y=33;
triggerImmediatelyOnEnteringZone=False; triggeredByElement=none; travelModeOnly=False; triggerOnPlayerActorOnly=False; onlyExecuteOnce=True; triggerForEveryStepInArea=False; disableOnZoneEntry=False; fReq=1;
[TriggerEffect] numID=6; effectID=preventInteraction; sValue=; sValue2=; bValue1=False; bValue2=False; fValue=1; delay=0; xValue=-1; yValue=-1;
[TriggerEffect] numID=6; effectID=talk; sValue=reeve_strong; sValue2=cove_beach1a; bValue1=False; bValue2=False; fValue=0; delay=1; xValue=-1; yValue=-1;
[TriggerEffect] numID=6; effectID=pointCameraAt; sValue=; sValue2=; bValue1=True; bValue2=False; fValue=3; delay=0; xValue=87; yValue=47;
[TriggerEffect] numID=6; effectID=attractAttention; sValue=; sValue2=; bValue1=False; bValue2=False; fValue=20; delay=0.2; xValue=90; yValue=47;
[TriggerEffect] numID=6; effectID=attractAttention; sValue=; sValue2=; bValue1=False; bValue2=False; fValue=20; delay=1.01; xValue=90; yValue=47;



[Trigger] numID=7; aliasID=;
topX=37;topY=27;btmX=38;btmY=32;
triggerImmediatelyOnEnteringZone=False; triggeredByElement=none; travelModeOnly=False; triggerOnPlayerActorOnly=False; onlyExecuteOnce=True; triggerForEveryStepInArea=True; disableOnZoneEntry=False; fReq=1;
[TriggerEffect] numID=7; effectID=talk; sValue=barr; sValue2=sc_beach1a; bValue1=False; bValue2=False; fValue=0; delay=0.01; xValue=-1; yValue=-1;
[TriggerEffect] numID=7; effectID=cutsceneMode; sValue=; sValue2=; bValue1=True; bValue2=False; fValue=0; delay=0; xValue=-1; yValue=-1;
[TriggerEffect] numID=7; effectID=changePlayerActor; sValue=player; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; xValue=-1; yValue=-1;
[TriggerEffect] numID=7; effectID=removeFromParty; sValue=reeve_strong; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; xValue=-1; yValue=-1;
[TriggerEffect] numID=7; effectID=removeFromParty; sValue=barr; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; xValue=-1; yValue=-1;



[Trigger] numID=8; aliasID=tSceneB1;
topX=26;topY=15;btmX=30;btmY=15;
triggerImmediatelyOnEnteringZone=False; triggeredByElement=none; travelModeOnly=False; triggerOnPlayerActorOnly=False; onlyExecuteOnce=False; triggerForEveryStepInArea=False; disableOnZoneEntry=False; fReq=1;
[TriggerEffect] numID=8; effectID=preventInteraction; sValue=; sValue2=; bValue1=False; bValue2=False; fValue=2.5; delay=0; xValue=-1; yValue=-1;
[TriggerEffect] numID=8; effectID=spawn; sValue=lagan; sValue2=; bValue1=True; bValue2=False; fValue=90; delay=0.9; xValue=40; yValue=24;
[TriggerEffect] numID=8; effectID=applyElement; sValue=use; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0.5; xValue=40; yValue=23;
[TriggerEffect] numID=8; effectID=applyElement; sValue=use; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=1.2; xValue=40; yValue=23;
[TriggerEffect] numID=8; effectID=talk; sValue=lagan; sValue2=sc_beach2a; bValue1=True; bValue2=False; fValue=0; delay=2.5; xValue=-1; yValue=-1;
[TriggerEffect] numID=8; effectID=lockCameraAt; sValue=; sValue2=; bValue1=True; bValue2=False; fValue=0; delay=1.5; xValue=37; yValue=26;
[TriggerEffect] numID=8; effectID=destination; sValue=lagan; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=1; xValue=40; yValue=25;
[TriggerEffect] numID=8; effectID=animate; sValue=idle; sValue2=player; bValue1=False; bValue2=False; fValue=0; delay=0.01; xValue=-1; yValue=-1;
[TriggerEffect] numID=8; effectID=attractAttention; sValue=; sValue2=; bValue1=False; bValue2=False; fValue=20; delay=0.5; xValue=40; yValue=25;
[TriggerEffect] numID=8; effectID=pointCameraAt; sValue=; sValue2=; bValue1=True; bValue2=True; fValue=0; delay=0.01; xValue=34; yValue=29;
[TriggerEffect] numID=8; effectID=facingRot; sValue=player; sValue2=; bValue1=False; bValue2=False; fValue=270; delay=0.6; xValue=-1; yValue=-1;
[TriggerEffect] numID=8; effectID=removeActorItem; sValue=lagan; sValue2=sword_iron; bValue1=False; bValue2=False; fValue=0; delay=0.91; xValue=-1; yValue=-1;
[TriggerEffect] numID=8; effectID=song; sValue=PM-Investigation3; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0.5; xValue=70; yValue=-1;



[Trigger] numID=9; aliasID=tSceneB2;
topX=26;topY=16;btmX=30;btmY=16;
triggerImmediatelyOnEnteringZone=False; triggeredByElement=none; travelModeOnly=False; triggerOnPlayerActorOnly=False; onlyExecuteOnce=False; triggerForEveryStepInArea=False; disableOnZoneEntry=False; fReq=1;
[TriggerEffect] numID=9; effectID=preventInteraction; sValue=; sValue2=; bValue1=False; bValue2=False; fValue=5; delay=0; xValue=-1; yValue=-1;
[TriggerEffect] numID=9; effectID=movement; sValue=reeve_strong; sValue2=; bValue1=False; bValue2=False; fValue=2.5; delay=0.5; xValue=36; yValue=29;
[TriggerEffect] numID=9; effectID=fx; sValue=burlapPile_burnAway; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=1; xValue=35; yValue=24;
[TriggerEffect] numID=9; effectID=fx; sValue=stormCannonShoot; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=1.3; xValue=35; yValue=25;
[TriggerEffect] numID=9; effectID=replaceEquipment; sValue=lagan; sValue2=button_handheld; bValue1=True; bValue2=False; fValue=0; delay=0.01; xValue=-1; yValue=-1;
[TriggerEffect] numID=9; effectID=removeItem; sValue=stormcannon1b; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=1; xValue=35; yValue=25;
[TriggerEffect] numID=9; effectID=removeItem; sValue=stormcannon2b; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=1; xValue=36; yValue=25;
[TriggerEffect] numID=9; effectID=lockCameraAt; sValue=; sValue2=; bValue1=True; bValue2=False; fValue=12; delay=1.3; xValue=36; yValue=26;
[TriggerEffect] numID=9; effectID=animate; sValue=unsheathe01; sValue2=reeve_strong; bValue1=False; bValue2=False; fValue=0.01; delay=0.01; xValue=-1; yValue=-1;
[TriggerEffect] numID=9; effectID=fx; sValue=timeSlow_med; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=1; xValue=-1; yValue=-1;
[TriggerEffect] numID=9; effectID=action; sValue=stormcannonBlast; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=1.8; xValue=36; yValue=29;
[TriggerEffect] numID=9; effectID=attractAttention; sValue=; sValue2=; bValue1=False; bValue2=False; fValue=20; delay=1.5; xValue=35; yValue=25;
[TriggerEffect] numID=9; effectID=fx; sValue=fireEmbers_long; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=1; xValue=35; yValue=24;
[TriggerEffect] numID=9; effectID=animate; sValue=idle; sValue2=player; bValue1=False; bValue2=False; fValue=0; delay=0.01; xValue=-1; yValue=-1;
[TriggerEffect] numID=9; effectID=setActorFloat; sValue=reeve_strong; sValue2=keepWeaponsUnsheathedTimer; bValue1=False; bValue2=False; fValue=9999; delay=0; xValue=-1; yValue=-1;
[TriggerEffect] numID=9; effectID=fx; sValue=sfx_energyBuildup_high; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; xValue=-1; yValue=-1;
[TriggerEffect] numID=9; effectID=fx; sValue=darken; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=1; xValue=-1; yValue=-1;
[TriggerEffect] numID=9; effectID=talk; sValue=barr; sValue2=sc_beach3a; bValue1=False; bValue2=False; fValue=0; delay=5; xValue=-1; yValue=-1;
[TriggerEffect] numID=9; effectID=removeActor; sValue=reeve_strong; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=1.78; xValue=-1; yValue=-1;
[TriggerEffect] numID=9; effectID=spawn; sValue=reeve; sValue2=; bValue1=True; bValue2=False; fValue=270; delay=1.79; xValue=36; yValue=29;
[TriggerEffect] numID=9; effectID=fx; sValue=horizSpark_many; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=1; xValue=35; yValue=25;
[TriggerEffect] numID=9; effectID=fx; sValue=horizSpark_many; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=1.1; xValue=36; yValue=25;
[TriggerEffect] numID=9; effectID=animate; sValue=crouchPose; sValue2=player; bValue1=False; bValue2=False; fValue=0; delay=3; xValue=-1; yValue=-1;
[TriggerEffect] numID=9; effectID=setActorFloat; sValue=player; sValue2=dontInterruptAnimationWithAnimateIdle_timer; bValue1=False; bValue2=False; fValue=9999; delay=3; xValue=-1; yValue=-1;
[TriggerEffect] numID=9; effectID=setActorFloat; sValue=lagan; sValue2=keepWeaponsUnsheathedTimer; bValue1=False; bValue2=False; fValue=9999; delay=0; xValue=-1; yValue=-1;
[TriggerEffect] numID=9; effectID=animate; sValue=handheldButtonPush; sValue2=lagan; bValue1=False; bValue2=False; fValue=0; delay=0.01; xValue=-1; yValue=-1;
[TriggerEffect] numID=9; effectID=song; sValue=; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; xValue=-1; yValue=-1;



[Trigger] numID=10; aliasID=tSceneB0;
topX=26;topY=14;btmX=30;btmY=14;
triggerImmediatelyOnEnteringZone=False; triggeredByElement=none; travelModeOnly=False; triggerOnPlayerActorOnly=False; onlyExecuteOnce=False; triggerForEveryStepInArea=False; disableOnZoneEntry=False; fReq=1;
[TriggerEffect] numID=10; effectID=preventInteraction; sValue=; sValue2=; bValue1=False; bValue2=False; fValue=3.5; delay=0; xValue=-1; yValue=-1;
[TriggerEffect] numID=10; effectID=movement; sValue=reeve_strong; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=1; xValue=34; yValue=29;
[TriggerEffect] numID=10; effectID=destination; sValue=barr; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0.2; xValue=32; yValue=29;
[TriggerEffect] numID=10; effectID=facingRot; sValue=barr; sValue2=; bValue1=False; bValue2=False; fValue=270; delay=1.8; xValue=-1; yValue=-1;
[TriggerEffect] numID=10; effectID=talk; sValue=barr; sValue2=sc_beach1b; bValue1=False; bValue2=False; fValue=0; delay=3.5; xValue=-1; yValue=-1;
[TriggerEffect] numID=10; effectID=movement; sValue=player; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0.3; xValue=37; yValue=29;
[TriggerEffect] numID=10; effectID=movement; sValue=barr; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=1; xValue=32; yValue=29;
[TriggerEffect] numID=10; effectID=facingRot; sValue=player; sValue2=; bValue1=False; bValue2=False; fValue=180; delay=0.6; xValue=-1; yValue=-1;
[TriggerEffect] numID=10; effectID=facingRot; sValue=reeve_strong; sValue2=; bValue1=False; bValue2=False; fValue=180; delay=1.8; xValue=-1; yValue=-1;
[TriggerEffect] numID=10; effectID=moveActor; sValue=player; sValue2=; bValue1=False; bValue2=False; fValue=180; delay=0.65; xValue=37; yValue=29;
[TriggerEffect] numID=10; effectID=disableUI; sValue=; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; xValue=-1; yValue=-1;
[TriggerEffect] numID=10; effectID=song; sValue=AmbientBeach; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; xValue=50; yValue=-1;
[TriggerEffect] numID=10; effectID=moveActor; sValue=player; sValue2=; bValue1=False; bValue2=False; fValue=180; delay=2; xValue=37; yValue=29;



[Trigger] numID=11; aliasID=tSceneB1b;
topX=31;topY=16;btmX=34;btmY=16;
triggerImmediatelyOnEnteringZone=False; triggeredByElement=none; travelModeOnly=False; triggerOnPlayerActorOnly=False; onlyExecuteOnce=False; triggerForEveryStepInArea=False; disableOnZoneEntry=False; fReq=1;
[TriggerEffect] numID=11; effectID=lockCameraAt; sValue=; sValue2=; bValue1=True; bValue2=False; fValue=0; delay=0; xValue=36; yValue=27;
[TriggerEffect] numID=11; effectID=destination; sValue=lagan; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; xValue=40; yValue=27;



[Trigger] numID=12; aliasID=tSceneB3;
topX=26;topY=17;btmX=30;btmY=17;
triggerImmediatelyOnEnteringZone=False; triggeredByElement=none; travelModeOnly=False; triggerOnPlayerActorOnly=False; onlyExecuteOnce=False; triggerForEveryStepInArea=False; disableOnZoneEntry=False; fReq=1;
[TriggerEffect] numID=12; effectID=movement; sValue=lagan; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; xValue=40; yValue=28;
[TriggerEffect] numID=12; effectID=movement; sValue=lagan; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0.6; xValue=40; yValue=26;
[TriggerEffect] numID=12; effectID=movement; sValue=player; sValue2=; bValue1=True; bValue2=False; fValue=0; delay=0.61; xValue=40; yValue=27;
[TriggerEffect] numID=12; effectID=preventInteraction; sValue=; sValue2=; bValue1=False; bValue2=False; fValue=2; delay=0; xValue=-1; yValue=-1;
[TriggerEffect] numID=12; effectID=animate; sValue=handoutPose1; sValue2=lagan; bValue1=False; bValue2=False; fValue=0; delay=1.3; xValue=-1; yValue=-1;
[TriggerEffect] numID=12; effectID=facingRot; sValue=lagan; sValue2=; bValue1=False; bValue2=False; fValue=90; delay=1.3; xValue=-1; yValue=-1;
[TriggerEffect] numID=12; effectID=talk; sValue=lagan; sValue2=sc_beach4a; bValue1=False; bValue2=False; fValue=0; delay=2; xValue=-1; yValue=-1;
[TriggerEffect] numID=12; effectID=destination; sValue=barr; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=1; xValue=35; yValue=29;
[TriggerEffect] numID=12; effectID=facingRot; sValue=player; sValue2=; bValue1=False; bValue2=False; fValue=90; delay=1.31; xValue=-1; yValue=-1;
[TriggerEffect] numID=12; effectID=setActorFloat; sValue=lagan; sValue2=keepWeaponsUnsheathedTimer; bValue1=False; bValue2=False; fValue=9999; delay=1.3; xValue=-1; yValue=-1;
[TriggerEffect] numID=12; effectID=heal; sValue=barr; sValue2=; bValue1=False; bValue2=False; fValue=15; delay=0.5; xValue=-1; yValue=-1;
[TriggerEffect] numID=12; effectID=animate; sValue=crouchPose_angry; sValue2=player; bValue1=False; bValue2=False; fValue=0; delay=2.01; xValue=-1; yValue=-1;
[TriggerEffect] numID=12; effectID=animate; sValue=crouchPose; sValue2=player; bValue1=False; bValue2=False; fValue=0; delay=0.01; xValue=-1; yValue=-1;
[TriggerEffect] numID=12; effectID=setActorFloat; sValue=lagan; sValue2=dontInterruptAnimationWithAnimateIdle_timer; bValue1=False; bValue2=False; fValue=9999; delay=2; xValue=-1; yValue=-1;
[TriggerEffect] numID=12; effectID=fx; sValue=scrundle; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0.6; xValue=-1; yValue=-1;
[TriggerEffect] numID=12; effectID=replaceEquipment; sValue=lagan; sValue2=sword_iron; bValue1=False; bValue2=False; fValue=1; delay=1.3; xValue=-1; yValue=-1;
[TriggerEffect] numID=12; effectID=fx; sValue=sliceNoShing; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=1.3; xValue=-1; yValue=-1;
[TriggerEffect] numID=12; effectID=song; sValue=KP-Hurry1; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; xValue=-1; yValue=-1;



[Trigger] numID=13; aliasID=tSceneB4;
topX=26;topY=18;btmX=30;btmY=18;
triggerImmediatelyOnEnteringZone=False; triggeredByElement=none; travelModeOnly=False; triggerOnPlayerActorOnly=False; onlyExecuteOnce=False; triggerForEveryStepInArea=False; disableOnZoneEntry=False; fReq=1;
[TriggerEffect] numID=13; effectID=addZoneFX; sValue=horizSpark_many; sValue2=; bValue1=False; bValue2=False; fValue=1; delay=0; xValue=35; yValue=25;
[TriggerEffect] numID=13; effectID=preventInteraction; sValue=; sValue2=; bValue1=False; bValue2=False; fValue=2; delay=0; xValue=-1; yValue=-1;
[TriggerEffect] numID=13; effectID=addZoneFX; sValue=horizSpark_many; sValue2=; bValue1=False; bValue2=False; fValue=1.2; delay=0.2; xValue=36; yValue=25;
[TriggerEffect] numID=13; effectID=talk; sValue=lagan; sValue2=sc_beach5a; bValue1=False; bValue2=False; fValue=0; delay=2; xValue=-1; yValue=-1;



[Trigger] numID=14; aliasID=tSceneB5;
topX=26;topY=19;btmX=30;btmY=19;
triggerImmediatelyOnEnteringZone=False; triggeredByElement=none; travelModeOnly=False; triggerOnPlayerActorOnly=False; onlyExecuteOnce=False; triggerForEveryStepInArea=False; disableOnZoneEntry=False; fReq=1;
[TriggerEffect] numID=14; effectID=preventInteraction; sValue=; sValue2=; bValue1=False; bValue2=False; fValue=2.2; delay=0; xValue=-1; yValue=-1;
[TriggerEffect] numID=14; effectID=facingRot; sValue=barr; sValue2=; bValue1=False; bValue2=False; fValue=180; delay=0.8; xValue=-1; yValue=-1;
[TriggerEffect] numID=14; effectID=facingRot; sValue=barr; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=1.5; xValue=-1; yValue=-1;
[TriggerEffect] numID=14; effectID=talk; sValue=; sValue2=sc_beach6a; bValue1=False; bValue2=False; fValue=0; delay=2.2; xValue=-1; yValue=-1;
[TriggerEffect] numID=14; effectID=facingRot; sValue=barr; sValue2=; bValue1=False; bValue2=False; fValue=270; delay=2; xValue=-1; yValue=-1;



[Trigger] numID=15; aliasID=tSceneB6;
topX=26;topY=20;btmX=30;btmY=20;
triggerImmediatelyOnEnteringZone=False; triggeredByElement=none; travelModeOnly=False; triggerOnPlayerActorOnly=False; onlyExecuteOnce=False; triggerForEveryStepInArea=False; disableOnZoneEntry=False; fReq=1;
[TriggerEffect] numID=15; effectID=applyElement; sValue=use; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0.1; xValue=40; yValue=23;
[TriggerEffect] numID=15; effectID=spawn; sValue=vang; sValue2=; bValue1=True; bValue2=False; fValue=90; delay=0.3; xValue=40; yValue=24;
[TriggerEffect] numID=15; effectID=movement; sValue=vang; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0.5; xValue=40; yValue=26;
[TriggerEffect] numID=15; effectID=movement; sValue=lagan; sValue2=; bValue1=True; bValue2=False; fValue=4; delay=0.6; xValue=37; yValue=26;
[TriggerEffect] numID=15; effectID=movement; sValue=player; sValue2=; bValue1=True; bValue2=False; fValue=0; delay=0.65; xValue=40; yValue=28;
[TriggerEffect] numID=15; effectID=preventInteraction; sValue=; sValue2=; bValue1=False; bValue2=False; fValue=2.5; delay=0; xValue=-1; yValue=-1;
[TriggerEffect] numID=15; effectID=talk; sValue=vang; sValue2=sc_beach7a; bValue1=False; bValue2=False; fValue=0; delay=2.5; xValue=-1; yValue=-1;
[TriggerEffect] numID=15; effectID=action; sValue=drown; sValue2=lagan; bValue1=False; bValue2=False; fValue=0; delay=1.85; xValue=37; yValue=26;
[TriggerEffect] numID=15; effectID=fx; sValue=sfx_runUpWoodStairs; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; xValue=-1; yValue=-1;
[TriggerEffect] numID=15; effectID=fx; sValue=stomp; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0.6; xValue=-1; yValue=-1;
[TriggerEffect] numID=15; effectID=fx; sValue=pop; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0.6; xValue=40; yValue=26;
[TriggerEffect] numID=15; effectID=fx; sValue=medShakeHoriz; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0.6; xValue=40; yValue=26;
[TriggerEffect] numID=15; effectID=setActorFloat; sValue=player; sValue2=dontInterruptAnimationWithAnimateIdle_timer; bValue1=False; bValue2=False; fValue=0; delay=1; xValue=-1; yValue=-1;



[Trigger] numID=16; aliasID=tSceneB7;
topX=26;topY=21;btmX=30;btmY=21;
triggerImmediatelyOnEnteringZone=False; triggeredByElement=none; travelModeOnly=False; triggerOnPlayerActorOnly=False; onlyExecuteOnce=False; triggerForEveryStepInArea=False; disableOnZoneEntry=False; fReq=1;
[TriggerEffect] numID=16; effectID=preventInteraction; sValue=; sValue2=; bValue1=False; bValue2=False; fValue=7.1; delay=0; xValue=-1; yValue=-1;
[TriggerEffect] numID=16; effectID=removeZoneFX; sValue=horizSpark_many; sValue2=; bValue1=True; bValue2=False; fValue=0; delay=1; xValue=-1; yValue=-1;
[TriggerEffect] numID=16; effectID=fx; sValue=horizSpark_many_crazy_sudden; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0.2; xValue=35; yValue=25;
[TriggerEffect] numID=16; effectID=fx; sValue=horizSpark_many_crazy_sudden; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0.5; xValue=36; yValue=25;
[TriggerEffect] numID=16; effectID=fx; sValue=elec_diag1_moving; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=1.3; xValue=35; yValue=25;
[TriggerEffect] numID=16; effectID=fx; sValue=elec_diag2_moving; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=1.5; xValue=36; yValue=24;
[TriggerEffect] numID=16; effectID=applyElement; sValue=explode; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=1.4; xValue=35; yValue=25;
[TriggerEffect] numID=16; effectID=applyElement; sValue=explode; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=1.4; xValue=36; yValue=25;
[TriggerEffect] numID=16; effectID=talk; sValue=vang; sValue2=sc_beach8a; bValue1=False; bValue2=False; fValue=0; delay=7; xValue=-1; yValue=-1;
[TriggerEffect] numID=16; effectID=lockCameraAt; sValue=; sValue2=; bValue1=True; bValue2=False; fValue=0; delay=0.5; xValue=36; yValue=27;
[TriggerEffect] numID=16; effectID=fx; sValue=bigShakeHoriz; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=1; xValue=-1; yValue=-1;
[TriggerEffect] numID=16; effectID=heal; sValue=player; sValue2=; bValue1=False; bValue2=False; fValue=20; delay=1; xValue=-1; yValue=-1;
[TriggerEffect] numID=16; effectID=fx; sValue=bigShakeHoriz; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=2; xValue=-1; yValue=-1;
[TriggerEffect] numID=16; effectID=fx; sValue=tallExplode; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=1; xValue=35; yValue=25;
[TriggerEffect] numID=16; effectID=fx; sValue=tallExplode; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=1.4; xValue=36; yValue=25;
[TriggerEffect] numID=16; effectID=fx; sValue=tallExplode; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=1.7; xValue=36; yValue=24;
[TriggerEffect] numID=16; effectID=fx; sValue=tallExplode; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=2; xValue=35; yValue=24;
[TriggerEffect] numID=16; effectID=fx; sValue=tallExplode; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=2.2; xValue=35; yValue=25;
[TriggerEffect] numID=16; effectID=fx; sValue=tallExplode; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=2.45; xValue=36; yValue=24;
[TriggerEffect] numID=16; effectID=fx; sValue=tallExplode; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=2.7; xValue=35; yValue=25;
[TriggerEffect] numID=16; effectID=fx; sValue=tallExplode; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=3; xValue=36; yValue=25;
[TriggerEffect] numID=16; effectID=fx; sValue=tallExplode; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=3.1; xValue=35; yValue=24;
[TriggerEffect] numID=16; effectID=fx; sValue=tallExplode; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=3.2; xValue=36; yValue=25;
[TriggerEffect] numID=16; effectID=fx; sValue=waterSplash_many; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=3.1; xValue=35; yValue=25;
[TriggerEffect] numID=16; effectID=fx; sValue=waterSplash_many; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=3.4; xValue=36; yValue=25;
[TriggerEffect] numID=16; effectID=removeAllItems; sValue=bridge_float1; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=3.5; xValue=-1; yValue=-1;
[TriggerEffect] numID=16; effectID=removeAllItems; sValue=bridge_float2; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=3.5; xValue=-1; yValue=-1;
[TriggerEffect] numID=16; effectID=removeAllItems; sValue=stormcannon1_broken; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=3.5; xValue=-1; yValue=-1;
[TriggerEffect] numID=16; effectID=removeAllItems; sValue=stormcannon2_broken; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=3.5; xValue=-1; yValue=-1;
[TriggerEffect] numID=16; effectID=pointCameraAt; sValue=; sValue2=; bValue1=True; bValue2=True; fValue=0; delay=5; xValue=36; yValue=28;
[TriggerEffect] numID=16; effectID=movement; sValue=player; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; xValue=40; yValue=28;
[TriggerEffect] numID=16; effectID=attractAttention; sValue=; sValue2=; bValue1=False; bValue2=False; fValue=22; delay=2; xValue=36; yValue=25;
[TriggerEffect] numID=16; effectID=facingRot; sValue=player; sValue2=; bValue1=False; bValue2=False; fValue=180; delay=2; xValue=-1; yValue=-1;
[TriggerEffect] numID=16; effectID=song; sValue=AmbientBeach; sValue2=; bValue1=False; bValue2=False; fValue=0; delay=0; xValue=50; yValue=-1;



[Trigger] numID=17; aliasID=tSceneB8;
topX=26;topY=22;btmX=30;btmY=22;
triggerImmediatelyOnEnteringZone=False; triggeredByElement=none; travelModeOnly=False; triggerOnPlayerActorOnly=False; onlyExecuteOnce=False; triggerForEveryStepInArea=False; disableOnZoneEntry=False; fReq=1;
[TriggerEffect] numID=17; effectID=preventInteraction; sValue=; sValue2=; bValue1=False; bValue2=False; fValue=1.4; delay=0; xValue=-1; yValue=-1;
[TriggerEffect] numID=17; effectID=fx; sValue=exclamation; sValue2=barr; bValue1=False; bValue2=False; fValue=0; delay=0.1; xValue=-1; yValue=-1;
[TriggerEffect] numID=17; effectID=fx; sValue=exclamation; sValue2=vang; bValue1=False; bValue2=False; fValue=0; delay=0.1; xValue=-1; yValue=-1;
[TriggerEffect] numID=17; effectID=fx; sValue=exclamation; sValue2=player; bValue1=False; bValue2=False; fValue=0; delay=0.1; xValue=-1; yValue=-1;
