[Zone]  ID=zSnow1a; dark=True; timeUntilNewDay=24; showFogOfWar=True; fogOfWar=True; minimapEnabled=True; allowCameraPastZoneEdges=False; cantAct=False; cantGameOver=False; alwaysKeepWeaponsUnsheathed=False; peaceful=False; overseerMode=False; rollingPinStyle=False; drawSky=False; drawSky_overrideYpos=-1; boatZone=False; wind=True; overworld=False; canDropItems=True; 
 travelSong=CC0-DeepNoise; travelSongVolume=1; travelSongPitch=0.5; song2=; song2Volume=1; song2Pitch=0; combatSong=CC0-DeepNoise; combatSongVolume=1; combatSongPitch=0; combatSongDelay=0; 
darkR=102; darkG=102; darkB=153; 
 screenWaveFreq=0; screenDarkWaveFreq=0; screenWaveAmp=0.01; screenDarkWaveAmp=0.01; screenWaveSpeed=0.2; screenWaveAmp_reflect=0.0014; 
 bgTerrainTypeID=; bgFXID=ocean; bgFX_sineWave=12; darkenedTileTexture=darkenedTile; bgScale=1; bgParallaxRatio=1; bgMoveSpeedX=0; bgMoveSpeedY=0; 
paletteOverride=; zoneDirtPalette=p61; zoneGrassPalette=p26; zoneGrassDarkPalette=p13; zoneStonePalette=pGreyD; zoneStoneDarkPalette=pGreyD2; zoneStoneLightPalette=pGreyD; zoneWaterPalette=pBlue; zoneDirtDarkPalette=p26; zoneWoodPalette=pWood; zoneWoodDarkPalette=pWoodDark; zoneMisc1Palette=p9; zoneMisc2Palette=p12; zoneMisc3Palette=pRed; zoneMisc4Palette=pBlue; zoneMisc5Palette=pGreen; zoneMisc6Palette=pOrange; zoneMisc7Palette=pYellow; zoneMisc8Palette=pPurple; 

combatMode=False; zoneFX=w_snowstormOccasional;zoneFXTime=16;zoneFX_x=-1;zoneFX_y=-1;

[Item] ID=xpGem; q=1; bu=True; x=0; y=0;
[Item] ID=cliffEdge1_S; q=1; x=0; y=2;
[Item] ID=cliffEdge1_E; q=1; x=27; y=65;
[Item] ID=cliffEdge1_E; q=1; x=27; y=66;
[Item] ID=cliffEdge1_E; q=1; x=27; y=67;
[Item] ID=cliffEdge1_E; q=1; x=27; y=68;
[Item] ID=cliffEdge1_E; q=1; x=27; y=69;
[Item] ID=cliffEdge1_E; q=1; x=27; y=70;
[Item] ID=cliffEdge1_E; q=1; x=27; y=71;
[Item] ID=cliffEdge1_E; q=1; x=27; y=72;
[Item] ID=cliffEdge1_E; q=1; x=27; y=73;
[Item] ID=cliffEdge1_E; q=1; x=27; y=74;
[Item] ID=cliffEdge1_E; q=1; x=27; y=75;
[Item] ID=cliffEdge1_E; q=1; x=27; y=76;
[Item] ID=cliffEdge1_E; q=1; x=27; y=77;
[Item] ID=cliffEdge1_E; q=1; x=27; y=78;
[Item] ID=cliffEdge1_E; q=1; x=27; y=79;
[Item] ID=cliffEdge1_E; q=1; x=27; y=80;
[Item] ID=cliffEdge1_E; q=1; x=27; y=81;
[Item] ID=cliffEdge1_E; q=1; x=27; y=82;
[Item] ID=cliffEdge1_E; q=1; x=27; y=83;
[Item] ID=cliffEdge1_E; q=1; x=27; y=84;
[Item] ID=cliffEdge1_E; q=1; x=27; y=85;
[Item] ID=cliffEdge1_E; q=1; x=27; y=86;
[Item] ID=cliffEdge1_E; q=1; x=27; y=87;
[Item] ID=cliffEdge1_E; q=1; x=27; y=88;
[Item] ID=cliffEdge1_E; q=1; x=27; y=89;
[Item] ID=cliffEdge1_E; q=1; x=27; y=90;
[Item] ID=cliffEdge1_E; q=1; x=27; y=91;
[Item] ID=cliffEdge1_E; q=1; x=27; y=92;
[Item] ID=cliffEdge1_E; q=1; x=27; y=93;
[Item] ID=cliffEdge1_E; q=1; x=27; y=94;
[Item] ID=cliffEdge1_SW; q=1; r=-360; x=27; y=95;
[Item] ID=cliffEdge1_S; q=1; x=27; y=100;
[Item] ID=cliffEdge1_S; q=1; x=27; y=101;
[Item] ID=shoreEdge1; q=1; r=-360; x=27; y=103;
[Item] ID=shoreEdge1; q=1; r=360; x=27; y=103;
[Item] ID=cliffEdge1_S; q=1; x=28; y=1;
[Item] ID=cliffEdge1_S; q=1; x=28; y=2;
[Item] ID=cliffEdge1_S; q=1; x=28; y=3;
[Item] ID=cliffEdge1_S; q=1; x=28; y=5;
[Item] ID=cliffEdge1_S; q=1; x=28; y=6;
[Item] ID=cliffEdge1_S; q=1; x=28; y=7;
[Item] ID=rubble; q=1; x=28; y=8;
[Item] ID=cliffEdge1_S; q=1; x=28; y=11;
[Item] ID=cliffEdge1_S; q=1; x=28; y=13;
[Item] ID=cliffEdge1_corner; q=1; r=-360; x=28; y=16;
[Item] ID=cliffEdge1_E; q=1; x=28; y=17;
[Item] ID=cliffEdge1_corner2; q=1; r=-360; x=28; y=18;
[Item] ID=cliffEdge1_NW; q=1; r=-360; x=28; y=19;
[Item] ID=cliffEdge1_corner2_top_E; q=1; x=28; y=20;
[Item] ID=cliffEdge1_NW; q=1; r=-360; x=28; y=20;
[Item] ID=cliffEdge1_E_top; q=1; x=28; y=21;
[Item] ID=cliffEdge1_E; q=1; x=28; y=22;
[Item] ID=cliffEdge1_E; q=1; x=28; y=23;
[Item] ID=cliffEdge1_E; q=1; x=28; y=24;
[Item] ID=cliffEdge1_E; q=1; x=28; y=25;
[Item] ID=cliffEdge1_E; q=1; x=28; y=26;
[Item] ID=cliffEdge1_E; q=1; x=28; y=27;
[Item] ID=cliffEdge1_E; q=1; x=28; y=28;
[Item] ID=cliffEdge1_E; q=1; x=28; y=29;
[Item] ID=cliffEdge1_E; q=1; x=28; y=30;
[Item] ID=cliffEdge1_corner2; q=1; r=-360; x=28; y=31;
[Item] ID=cliffEdge1_corner; q=1; r=-360; x=28; y=57;
[Item] ID=cliffEdge1_E; q=1; x=28; y=58;
[Item] ID=cliffEdge1_E; q=1; x=28; y=59;
[Item] ID=cliffEdge1_E; q=1; x=28; y=60;
[Item] ID=cliffEdge1_E; q=1; x=28; y=61;
[Item] ID=cliffEdge1_E; q=1; x=28; y=62;
[Item] ID=cliffEdge1_E; q=1; x=28; y=63;
[Item] ID=cliffEdge1_E; q=1; x=28; y=64;
[Item] ID=cliffEdge1_E; q=1; x=28; y=65;
[Item] ID=cliffEdge1_E; q=1; x=28; y=66;
[Item] ID=cliffEdge1_E; q=1; x=28; y=67;
[Item] ID=cliffEdge1_E; q=1; x=28; y=68;
[Item] ID=cliffEdge1_E; q=1; x=28; y=69;
[Item] ID=cliffEdge1_E; q=1; x=28; y=70;
[Item] ID=cliffEdge1_E; q=1; x=28; y=71;
[Item] ID=cliffEdge1_E; q=1; x=28; y=72;
[Item] ID=cliffEdge1_E; q=1; x=28; y=73;
[Item] ID=cliffEdge1_corner2; q=1; r=-360; x=28; y=74;
[Item] ID=cliffEdge1_corner; q=1; r=-360; x=28; y=79;
[Item] ID=cliffEdge1_E; q=1; x=28; y=80;
[Item] ID=cliffEdge1_E; q=1; x=28; y=81;
[Item] ID=cliffEdge1_E; q=1; x=28; y=82;
[Item] ID=cliffEdge1_E; q=1; x=28; y=83;
[Item] ID=cliffEdge1_E; q=1; x=28; y=84;
[Item] ID=cliffEdge1_E; q=1; x=28; y=85;
[Item] ID=cliffEdge1_E; q=1; x=28; y=86;
[Item] ID=cliffEdge1_E; q=1; x=28; y=87;
[Item] ID=cliffEdge1_E; q=1; x=28; y=88;
[Item] ID=cliffEdge1_E; q=1; x=28; y=89;
[Item] ID=cliffEdge1_E; q=1; x=28; y=90;
[Item] ID=cliffEdge1_E; q=1; x=28; y=91;
[Item] ID=cliffEdge1_E; q=1; x=28; y=92;
[Item] ID=cliffEdge1_E; q=1; x=28; y=93;
[Item] ID=cliffEdge1_E; q=1; x=28; y=94;
[Item] ID=cliffEdge1_E; q=1; x=28; y=95;
[Item] ID=cliffEdge1_E; q=1; x=28; y=96;
[Item] ID=cliffEdge1_E; q=1; x=28; y=97;
[Item] ID=cliffEdge1_E; q=1; x=28; y=98;
[Item] ID=cliffEdge1_E; q=1; x=28; y=99;
[Item] ID=cliffEdge1_SW; q=1; r=-360; x=28; y=100;
[Item] ID=cliffEdge1_S; q=1; x=28; y=101;
[Item] ID=debris_small3; q=1; r=-360; x=29; y=0;
[Item] ID=cliffEdge1_S; q=1; x=29; y=1;
[Item] ID=cliffEdge1_S; q=1; x=29; y=2;
[Item] ID=cliffEdge1_corner; q=1; r=360; x=29; y=3;
[Item] ID=cliffEdge1_SW; q=1; r=360; x=29; y=4;
[Item] ID=cliffEdge1_S; q=1; x=29; y=5;
[Item] ID=cliffEdge1_S; q=1; x=29; y=6;
[Item] ID=cliffEdge1_S; q=1; x=29; y=7;
[Item] ID=rubble; q=1; x=29; y=8;
[Item] ID=cliffEdge1_S; q=1; x=29; y=11;
[Item] ID=cliffEdge1_corner; q=1; r=-360; x=29; y=12;
[Item] ID=cliffEdge1_SW; q=1; r=-360; x=29; y=13;
[Item] ID=cliffEdge1_corner; q=1; r=-360; x=29; y=15;
[Item] ID=cliffEdge1_SW; q=1; r=-360; x=29; y=16;
[Item] ID=cliffEdge1_NW; q=1; r=-360; x=29; y=18;
[Item] ID=cliffEdge1_corner2_top_E; q=1; x=29; y=19;
[Item] ID=cliffEdge1_NW; q=1; r=-360; x=29; y=20;
[Item] ID=cliffEdge1_E_top; q=1; x=29; y=21;
[Item] ID=cliffEdge1_E; q=1; x=29; y=22;
[Item] ID=cliffEdge1_E; q=1; x=29; y=23;
[Item] ID=cliffEdge1_E; q=1; x=29; y=24;
[Item] ID=cliffEdge1_E; q=1; x=29; y=25;
[Item] ID=cliffEdge1_E; q=1; x=29; y=26;
[Item] ID=cliffEdge1_E; q=1; x=29; y=27;
[Item] ID=cliffEdge1_E; q=1; x=29; y=28;
[Item] ID=cliffEdge1_E; q=1; x=29; y=29;
[Item] ID=cliffEdge1_corner2; q=1; r=-360; x=29; y=30;
[Item] ID=cliffEdge1_NW; q=1; r=-360; x=29; y=31;
[Item] ID=cliffEdge1_E_top; q=1; x=29; y=32;
[Item] ID=cliffEdge1_E; q=1; x=29; y=33;
[Item] ID=cliffEdge1_E; q=1; x=29; y=34;
[Item] ID=cliffEdge1_E; q=1; x=29; y=35;
[Item] ID=cliffEdge1_E; q=1; x=29; y=36;
[Item] ID=cliffEdge1_E; q=1; x=29; y=37;
[Item] ID=cliffEdge1_E; q=1; x=29; y=38;
[Item] ID=cliffEdge1_E; q=1; x=29; y=39;
[Item] ID=cliffEdge1_E; q=1; x=29; y=40;
[Item] ID=cliffEdge1_E; q=1; x=29; y=41;
[Item] ID=cliffEdge1_E; q=1; x=29; y=42;
[Item] ID=cliffEdge1_E; q=1; x=29; y=43;
[Item] ID=cliffEdge1_E; q=1; x=29; y=44;
[Item] ID=cliffEdge1_E; q=1; x=29; y=45;
[Item] ID=cliffEdge1_E; q=1; x=29; y=46;
[Item] ID=cliffEdge1_E; q=1; x=29; y=47;
[Item] ID=cliffEdge1_E; q=1; x=29; y=48;
[Item] ID=cliffEdge1_E; q=1; x=29; y=49;
[Item] ID=cliffEdge1_E; q=1; x=29; y=50;
[Item] ID=cliffEdge1_E; q=1; x=29; y=51;
[Item] ID=cliffEdge1_E; q=1; x=29; y=52;
[Item] ID=cliffEdge1_E; q=1; x=29; y=53;
[Item] ID=cliffEdge1_E; q=1; x=29; y=54;
[Item] ID=cliffEdge1_E; q=1; x=29; y=55;
[Item] ID=cliffEdge1_E; q=1; x=29; y=56;
[Item] ID=cliffEdge1_SW; q=1; r=-360; x=29; y=57;
[Item] ID=cliffEdge1_corner; q=1; r=-360; x=29; y=62;
[Item] ID=cliffEdge1_E; q=1; x=29; y=63;
[Item] ID=cliffEdge1_E; q=1; x=29; y=64;
[Item] ID=cliffEdge1_E; q=1; x=29; y=65;
[Item] ID=cliffEdge1_E; q=1; x=29; y=66;
[Item] ID=cliffEdge1_E; q=1; x=29; y=67;
[Item] ID=cliffEdge1_E; q=1; x=29; y=68;
[Item] ID=cliffEdge1_E; q=1; x=29; y=69;
[Item] ID=cliffEdge1_E; q=1; x=29; y=70;
[Item] ID=cliffEdge1_corner2; q=1; r=-360; x=29; y=71;
[Item] ID=cliffEdge1_NW; q=1; r=-360; x=29; y=74;
[Item] ID=cliffEdge1_E_top; q=1; x=29; y=75;
[Item] ID=cliffEdge1_E; q=1; x=29; y=76;
[Item] ID=cliffEdge1_E; q=1; x=29; y=77;
[Item] ID=cliffEdge1_E; q=1; x=29; y=78;
[Item] ID=cliffEdge1_SW; q=1; r=-360; x=29; y=79;
[Item] ID=cliffEdge1_corner; q=1; r=-360; x=29; y=82;
[Item] ID=cliffEdge1_E; q=1; x=29; y=83;
[Item] ID=cliffEdge1_E; q=1; x=29; y=84;
[Item] ID=cliffEdge1_E; q=1; x=29; y=85;
[Item] ID=cliffEdge1_E; q=1; x=29; y=86;
[Item] ID=cliffEdge1_E; q=1; x=29; y=87;
[Item] ID=cliffEdge1_E; q=1; x=29; y=88;
[Item] ID=cliffEdge1_E; q=1; x=29; y=89;
[Item] ID=cliffEdge1_E; q=1; x=29; y=90;
[Item] ID=cliffEdge1_E; q=1; x=29; y=91;
[Item] ID=cliffEdge1_E; q=1; x=29; y=92;
[Item] ID=cliffEdge1_E; q=1; x=29; y=93;
[Item] ID=cliffEdge1_E; q=1; x=29; y=94;
[Item] ID=cliffEdge1_E; q=1; x=29; y=95;
[Item] ID=cliffEdge1_corner2; q=1; r=-360; x=29; y=96;
[Item] ID=cliffEdge1_S; q=1; x=29; y=101;
[Item] ID=rubble; q=1; x=29; y=102;
[Item] ID=shoreEdge1; q=1; r=-360; x=29; y=104;
[Item] ID=cliffEdge1_S; q=1; x=30; y=1;
[Item] ID=cliffEdge1_corner; q=1; r=360; x=30; y=2;
[Item] ID=cliffEdge1_SW; q=1; r=360; x=30; y=3;
[Item] ID=cliffEdge1_S; q=1; x=30; y=4;
[Item] ID=cliffEdge1_S; q=1; x=30; y=5;
[Item] ID=cliffEdge1_S; q=1; x=30; y=6;
[Item] ID=cliffEdge1_S; q=1; x=30; y=7;
[Item] ID=cliffEdge1_S; q=1; x=30; y=11;
[Item] ID=cliffEdge1_S; q=1; x=30; y=12;
[Item] ID=cliffEdge1_S; q=1; x=30; y=15;
[Item] ID=rocks1; q=1; x=30; y=17;
[Item] ID=cliffEdge1_NW; q=1; r=-360; x=30; y=19;
[Item] ID=cliffEdge1_E_top; q=1; x=30; y=20;
[Item] ID=cliffEdge1_E; q=1; x=30; y=21;
[Item] ID=cliffEdge1_E; q=1; x=30; y=22;
[Item] ID=cliffEdge1_E; q=1; x=30; y=23;
[Item] ID=cliffEdge1_corner2; q=1; r=-360; x=30; y=24;
[Item] ID=cliffEdge1_NW; q=1; r=-360; x=30; y=30;
[Item] ID=cliffEdge1_E_top; q=1; x=30; y=31;
[Item] ID=cliffEdge1_E; q=1; x=30; y=32;
[Item] ID=cliffEdge1_E; q=1; x=30; y=33;
[Item] ID=cliffEdge1_E; q=1; x=30; y=34;
[Item] ID=cliffEdge1_E; q=1; x=30; y=35;
[Item] ID=cliffEdge1_E; q=1; x=30; y=36;
[Item] ID=cliffEdge1_E; q=1; x=30; y=37;
[Item] ID=cliffEdge1_E; q=1; x=30; y=38;
[Item] ID=cliffEdge1_E; q=1; x=30; y=39;
[Item] ID=cliffEdge1_E; q=1; x=30; y=40;
[Item] ID=cliffEdge1_E; q=1; x=30; y=41;
[Item] ID=cliffEdge1_E; q=1; x=30; y=42;
[Item] ID=cliffEdge1_E; q=1; x=30; y=43;
[Item] ID=cliffEdge1_E; q=1; x=30; y=44;
[Item] ID=cliffEdge1_E; q=1; x=30; y=45;
[Item] ID=cliffEdge1_E; q=1; x=30; y=46;
[Item] ID=cliffEdge1_E; q=1; x=30; y=47;
[Item] ID=cliffEdge1_E; q=1; x=30; y=48;
[Item] ID=cliffEdge1_E; q=1; x=30; y=49;
[Item] ID=cliffEdge1_E; q=1; x=30; y=50;
[Item] ID=cliffEdge1_E; q=1; x=30; y=51;
[Item] ID=cliffEdge1_E; q=1; x=30; y=52;
[Item] ID=cliffEdge1_E; q=1; x=30; y=53;
[Item] ID=cliffEdge1_E; q=1; x=30; y=54;
[Item] ID=cliffEdge1_E; q=1; x=30; y=55;
[Item] ID=cliffEdge1_corner2; q=1; r=-360; x=30; y=56;
[Item] ID=cliffEdge1_corner; q=1; r=-360; x=30; y=59;
[Item] ID=cliffEdge1_E; q=1; x=30; y=60;
[Item] ID=cliffEdge1_E; q=1; x=30; y=61;
[Item] ID=cliffEdge1_SW; q=1; r=-360; x=30; y=62;
[Item] ID=cliffEdge1_NW; q=1; r=-360; x=30; y=71;
[Item] ID=cliffEdge1_E_top; q=1; x=30; y=72;
[Item] ID=cliffEdge1_E; q=1; x=30; y=73;
[Item] ID=cliffEdge1_E; q=1; x=30; y=74;
[Item] ID=cliffEdge1_E; q=1; x=30; y=75;
[Item] ID=cliffEdge1_E; q=1; x=30; y=76;
[Item] ID=cliffEdge1_E; q=1; x=30; y=77;
[Item] ID=cliffEdge1_E; q=1; x=30; y=78;
[Item] ID=cliffEdge1_E; q=1; x=30; y=79;
[Item] ID=cliffEdge1_E; q=1; x=30; y=80;
[Item] ID=cliffEdge1_E; q=1; x=30; y=81;
[Item] ID=cliffEdge1_SW; q=1; r=-360; x=30; y=82;
[Item] ID=cliffEdge1_corner; q=1; r=-360; x=30; y=83;
[Item] ID=cliffEdge1_E; q=1; x=30; y=84;
[Item] ID=cliffEdge1_E; q=1; x=30; y=85;
[Item] ID=cliffEdge1_E; q=1; x=30; y=86;
[Item] ID=cliffEdge1_E; q=1; x=30; y=87;
[Item] ID=cliffEdge1_E; q=1; x=30; y=88;
[Item] ID=cliffEdge1_E; q=1; x=30; y=89;
[Item] ID=cliffEdge1_E; q=1; x=30; y=90;
[Item] ID=cliffEdge1_E; q=1; x=30; y=91;
[Item] ID=cliffEdge1_E; q=1; x=30; y=92;
[Item] ID=cliffEdge1_E; q=1; x=30; y=93;
[Item] ID=cliffEdge1_corner2; q=1; r=-360; x=30; y=94;
[Item] ID=cliffEdge1_NW; q=1; r=-360; x=30; y=96;
[Item] ID=cliffEdge1_E_top; q=1; x=30; y=97;
[Item] ID=cliffEdge1_E; q=1; x=30; y=98;
[Item] ID=cliffEdge1_E; q=1; x=30; y=99;
[Item] ID=cliffEdge1_E; q=1; x=30; y=100;
[Item] ID=cliffEdge1_SW; q=1; r=-360; x=30; y=101;
[Item] ID=shoreEdge1; q=1; r=-360; x=30; y=105;
[Item] ID=cliffEdge1_S; q=1; x=31; y=1;
[Item] ID=cliffEdge1_S; q=1; x=31; y=3;
[Item] ID=cliffEdge1_S; q=1; x=31; y=4;
[Item] ID=cliffEdge1_S; q=1; x=31; y=5;
[Item] ID=cliffEdge1_S; q=1; x=31; y=6;
[Item] ID=cliffEdge1_S; q=1; x=31; y=7;
[Item] ID=cliffEdge1_S; q=1; x=31; y=11;
[Item] ID=cliffEdge1_S; q=1; x=31; y=12;
[Item] ID=cliffEdge1_corner; q=1; r=-360; x=31; y=14;
[Item] ID=cliffEdge1_SW; q=1; r=-360; x=31; y=15;
[Item] ID=rubble; q=1; x=31; y=23;
[Item] ID=cliffEdge1_NW; q=1; r=-360; x=31; y=24;
[Item] ID=cliffEdge1_E_top; q=1; x=31; y=25;
[Item] ID=cliffEdge1_E; q=1; x=31; y=26;
[Item] ID=cliffEdge1_E; q=1; x=31; y=27;
[Item] ID=cliffEdge1_E; q=1; x=31; y=28;
[Item] ID=cliffEdge1_E; q=1; x=31; y=29;
[Item] ID=cliffEdge1_E; q=1; x=31; y=30;
[Item] ID=cliffEdge1_E; q=1; x=31; y=31;
[Item] ID=cliffEdge1_E; q=1; x=31; y=32;
[Item] ID=cliffEdge1_E; q=1; x=31; y=33;
[Item] ID=cliffEdge1_E; q=1; x=31; y=34;
[Item] ID=cliffEdge1_E; q=1; x=31; y=35;
[Item] ID=cliffEdge1_E; q=1; x=31; y=36;
[Item] ID=cliffEdge1_E; q=1; x=31; y=37;
[Item] ID=cliffEdge1_E; q=1; x=31; y=38;
[Item] ID=cliffEdge1_corner2; q=1; r=-360; x=31; y=39;
[Item] ID=cliffEdge1_NW; q=1; r=-360; x=31; y=56;
[Item] ID=cliffEdge1_E_top; q=1; x=31; y=57;
[Item] ID=cliffEdge1_E; q=1; x=31; y=58;
[Item] ID=cliffEdge1_SW; q=1; r=-360; x=31; y=59;
[Item] ID=cliffEdge1_corner; q=1; r=-360; x=31; y=62;
[Item] ID=cliffEdge1_E; q=1; x=31; y=63;
[Item] ID=cliffEdge1_E; q=1; x=31; y=64;
[Item] ID=cliffEdge1_E; q=1; x=31; y=65;
[Item] ID=cliffEdge1_E; q=1; x=31; y=66;
[Item] ID=cliffEdge1_E; q=1; x=31; y=67;
[Item] ID=cliffEdge1_E; q=1; x=31; y=68;
[Item] ID=cliffEdge1_E; q=1; x=31; y=69;
[Item] ID=cliffEdge1_E; q=1; x=31; y=70;
[Item] ID=cliffEdge1_E; q=1; x=31; y=71;
[Item] ID=cliffEdge1_E; q=1; x=31; y=72;
[Item] ID=cliffEdge1_E; q=1; x=31; y=73;
[Item] ID=cliffEdge1_E; q=1; x=31; y=74;
[Item] ID=cliffEdge1_E; q=1; x=31; y=75;
[Item] ID=cliffEdge1_E; q=1; x=31; y=76;
[Item] ID=cliffEdge1_E; q=1; x=31; y=77;
[Item] ID=cliffEdge1_E; q=1; x=31; y=78;
[Item] ID=cliffEdge1_E; q=1; x=31; y=79;
[Item] ID=cliffEdge1_E; q=1; x=31; y=80;
[Item] ID=cliffEdge1_E; q=1; x=31; y=81;
[Item] ID=cliffEdge1_E; q=1; x=31; y=82;
[Item] ID=cliffEdge1_SW; q=1; r=-360; x=31; y=83;
[Item] ID=rubble; q=1; x=31; y=88;
[Item] ID=rubble; q=1; x=31; y=90;
[Item] ID=rubble; q=1; x=31; y=91;
[Item] ID=cliffEdge1_N; q=1; x=31; y=94;
[Item] ID=rubble; q=1; x=31; y=99;
[Item] ID=cliffEdge1_S; q=1; x=32; y=1;
[Item] ID=cliffEdge1_S; q=1; x=32; y=3;
[Item] ID=cliffEdge1_S; q=1; x=32; y=4;
[Item] ID=cliffEdge1_S; q=1; x=32; y=5;
[Item] ID=cliffEdge1_S; q=1; x=32; y=6;
[Item] ID=cliffEdge1_S; q=1; x=32; y=7;
[Item] ID=cliffEdge1_S; q=1; x=32; y=11;
[Item] ID=cliffEdge1_S; q=1; x=32; y=12;
[Item] ID=cliffEdge1_S_stairs; q=1; x=32; y=14;
[Item] ID=rocks1; q=6; x=32; y=24;
[Item] ID=rubble; q=1; x=32; y=26;
[Item] ID=rubble; q=1; x=32; y=27;
[Item] ID=rubble; q=1; x=32; y=28;
[Item] ID=rubble; q=1; x=32; y=29;
[Item] ID=rubble; q=1; x=32; y=30;
[Item] ID=rubble; q=1; x=32; y=32;
[Item] ID=debris_small3; q=1; x=32; y=35;
[Item] ID=rubble; q=1; x=32; y=39;
[Item] ID=cliffEdge1_NW; q=1; r=-360; x=32; y=39;
[Item] ID=cliffEdge1_E_top; q=1; x=32; y=40;
[Item] ID=cliffEdge1_E; q=1; x=32; y=41;
[Item] ID=cliffEdge1_E; q=1; x=32; y=42;
[Item] ID=cliffEdge1_E; q=1; x=32; y=43;
[Item] ID=cliffEdge1_E; q=1; x=32; y=44;
[Item] ID=cliffEdge1_E; q=1; x=32; y=45;
[Item] ID=cliffEdge1_E; q=1; x=32; y=46;
[Item] ID=cliffEdge1_E; q=1; x=32; y=47;
[Item] ID=cliffEdge1_E; q=1; x=32; y=48;
[Item] ID=cliffEdge1_E; q=1; x=32; y=49;
[Item] ID=cliffEdge1_E; q=1; x=32; y=50;
[Item] ID=cliffEdge1_E; q=1; x=32; y=51;
[Item] ID=cliffEdge1_E; q=1; x=32; y=52;
[Item] ID=cliffEdge1_E; q=1; x=32; y=53;
[Item] ID=cliffEdge1_E; q=1; x=32; y=54;
[Item] ID=cliffEdge1_E; q=1; x=32; y=55;
[Item] ID=cliffEdge1_E; q=1; x=32; y=56;
[Item] ID=cliffEdge1_corner2; q=1; r=-360; x=32; y=57;
[Item] ID=cliffEdge1_S; q=1; x=32; y=62;
[Item] ID=cliffEdge1_corner; q=1; r=-360; x=32; y=64;
[Item] ID=cliffEdge1_E; q=1; x=32; y=65;
[Item] ID=cliffEdge1_E; q=1; x=32; y=66;
[Item] ID=cliffEdge1_E; q=1; x=32; y=67;
[Item] ID=cliffEdge1_E; q=1; x=32; y=68;
[Item] ID=cliffEdge1_E; q=1; x=32; y=69;
[Item] ID=cliffEdge1_E; q=1; x=32; y=70;
[Item] ID=cliffEdge1_E; q=1; x=32; y=71;
[Item] ID=cliffEdge1_E; q=1; x=32; y=72;
[Item] ID=cliffEdge1_corner2; q=1; r=-360; x=32; y=73;
[Item] ID=cliffEdge1_corner; q=1; r=-360; x=32; y=77;
[Item] ID=cliffEdge1_E; q=1; x=32; y=78;
[Item] ID=cliffEdge1_E; q=1; x=32; y=79;
[Item] ID=cliffEdge1_E; q=1; x=32; y=80;
[Item] ID=cliffEdge1_E; q=1; x=32; y=81;
[Item] ID=cliffEdge1_E; q=1; x=32; y=82;
[Item] ID=cliffEdge1_E; q=1; x=32; y=83;
[Item] ID=cliffEdge1_E; q=1; x=32; y=84;
[Item] ID=cliffEdge1_corner2; q=1; r=-360; x=32; y=85;
[Item] ID=rubble; q=1; x=32; y=89;
[Item] ID=rubble; q=1; x=32; y=93;
[Item] ID=cliffEdge1_NW; q=1; r=-360; x=32; y=94;
[Item] ID=cliffEdge1_corner2_top_E; q=1; x=32; y=95;
[Item] ID=rubble; q=1; x=33; y=0;
[Item] ID=cliffEdge1_S; q=1; x=33; y=1;
[Item] ID=cliffEdge1_S; q=1; x=33; y=3;
[Item] ID=cliffEdge1_S; q=1; x=33; y=4;
[Item] ID=cliffEdge1_S; q=1; x=33; y=5;
[Item] ID=cliffEdge1_S; q=1; x=33; y=6;
[Item] ID=cliffEdge1_S; q=1; x=33; y=7;
[Item] ID=cliffEdge1_S; q=1; x=33; y=11;
[Item] ID=cliffEdge1_S; q=1; x=33; y=12;
[Item] ID=cliffEdge1_S; q=1; x=33; y=14;
[Item] ID=rubble; q=1; x=33; y=27;
[Item] ID=rubble; q=1; x=33; y=28;
[Item] ID=rubble; q=1; x=33; y=29;
[Item] ID=pebbles1; q=1; r=180; x=33; y=31;
[Item] ID=cliffEdge1_NW; q=1; r=-360; x=33; y=57;
[Item] ID=cliffEdge1_corner2_top_E; q=1; x=33; y=58;
[Item] ID=cliffEdge1_S; q=1; x=33; y=62;
[Item] ID=cliffEdge1_S; q=1; x=33; y=64;
[Item] ID=rubble; q=1; x=33; y=65;
[Item] ID=rubble; q=1; x=33; y=66;
[Item] ID=cliffEdge1_NW; q=1; r=-360; x=33; y=73;
[Item] ID=cliffEdge1_E_top; q=1; x=33; y=74;
[Item] ID=cliffEdge1_E; q=1; x=33; y=75;
[Item] ID=cliffEdge1_E; q=1; x=33; y=76;
[Item] ID=cliffEdge1_SW; q=1; r=-360; x=33; y=77;
[Item] ID=rubble; q=1; x=33; y=78;
[Item] ID=rubble; q=1; x=33; y=81;
[Item] ID=rubble; q=1; x=33; y=83;
[Item] ID=cliffEdge1_N; q=1; x=33; y=85;
[Item] ID=cliffEdge1_N; q=1; x=33; y=95;
[Item] ID=rocks1; q=1; r=-360; x=33; y=97;
[Item] ID=shoreEdge1; q=1; r=-360; x=33; y=106;
[Item] ID=cliffEdge1_S; q=1; x=34; y=1;
[Item] ID=cliffEdge1_S; q=1; x=34; y=3;
[Item] ID=cliffEdge1_S; q=1; x=34; y=4;
[Item] ID=cliffEdge1_S; q=1; x=34; y=5;
[Item] ID=cliffEdge1_S; q=1; x=34; y=6;
[Item] ID=cliffEdge1_S; q=1; x=34; y=7;
[Item] ID=cliffEdge1_S; q=1; x=34; y=11;
